AECC	ALOGP	ALOGP2	AMW	ATS4m	ATSC1s	ATSC3e	B01[C-Cl]	B01[C-S]	B01[N-O]	B01[O-S]	B02[N-N]	B02[N-O]	B02[N-S]	B02[O-O]	B03[N-N]	B03[N-O]	B03[N-S]	B03[O-O]	B03[O-S]	B04[N-N]	B04[N-O]	B04[N-S]	B04[O-O]	B04[O-S]	B05[C-Cl]	B05[C-N]	B05[N-N]	B05[N-O]	B05[N-S]	B05[O-O]	B05[O-S]	B06[C-N]	B06[C-S]	B06[N-N]	B06[N-O]	B06[N-S]	B06[O-Cl]	B06[O-O]	B06[O-S]	B07[C-N]	B07[N-O]	B07[O-Cl]	B07[O-O]	B07[O-S]	B08[C-Cl]	B08[C-N]	B08[C-O]	B08[C-S]	B08[N-N]	B08[N-O]	B08[O-O]	B09[C-C]	B09[C-O]	B09[C-S]	B09[N-N]	B09[N-O]	B09[O-S]	B10[C-C]	B10[C-Cl]	B10[C-N]	B10[C-O]	B10[C-S]	B10[N-O]	B10[O-O]	C%	C-001	C-002	C-003	C-005	C-006	C-016	C-017	C-019	C-024	C-025	C-026	C-027	C-028	C-032	C-033	C-034	C-035	C-039	C-040	C-041	C-043	CATS2D_00_AA	CATS2D_00_DA	CATS2D_00_DP	CATS2D_00_LL	CATS2D_01_AA	CATS2D_01_AN	CATS2D_01_LL	CATS2D_02_AA	CATS2D_02_AL	CATS2D_02_DL	CATS2D_02_PL	CATS2D_03_AA	CATS2D_03_AL	CATS2D_03_DL	CATS2D_03_LL	CATS2D_03_NL	CATS2D_03_PL	CATS2D_04_AA	CATS2D_04_AL	CATS2D_04_AP	CATS2D_04_DA	CATS2D_04_DD	CATS2D_04_DL	CATS2D_04_LL	CATS2D_04_PL	CATS2D_05_AA	CATS2D_05_AL	CATS2D_05_DD	CATS2D_05_DL	CATS2D_05_DP	CATS2D_05_LL	CATS2D_06_AA	CATS2D_06_AL	CATS2D_06_AP	CATS2D_06_DA	CATS2D_06_LL	CATS2D_07_AA	CATS2D_07_AL	CATS2D_07_DA	CATS2D_07_DL	CATS2D_07_LL	CATS2D_07_NL	CATS2D_08_AL	CATS2D_08_LL	CATS2D_08_PL	CATS2D_09_AA	CATS2D_09_AL	CATS2D_09_DA	CATS2D_09_LL	CATS2D_09_NL	CATS2D_09_PL	CIC2	CIC3	CMC-50	CMC-80	Chi0_EA(dm)	Chi_D/Dt	Cl-090	D/Dtr03	D/Dtr05	D/Dtr06	D/Dtr09	D/Dtr10	DLS_05	DLS_07	Depressant-80	EE_B(m)	EE_B(s)	Eig01_AEA(dm)	Eig01_AEA(ed)	Eig01_EA(bo)	Eig01_EA(dm)	Eig02_AEA(dm)	Eig02_AEA(ed)	Eig02_EA(dm)	Eig03_AEA(dm)	Eig03_AEA(ed)	Eig03_EA(dm)	Eig04_AEA(ed)	Eig04_EA(bo)	Eig04_EA(dm)	Eig05_AEA(ed)	Eta_betaP	F-083	F01[C-Cl]	F01[C-N]	F01[C-O]	F01[C-S]	F01[N-N]	F02[C-Br]	F02[C-O]	F02[C-S]	F02[N-N]	F02[O-O]	F03[C-N]	F03[C-O]	F03[C-S]	F03[N-F]	F03[N-N]	F03[N-S]	F04[C-Br]	F04[C-O]	F04[N-F]	F04[N-N]	F04[N-O]	F04[O-O]	F04[O-S]	F05[C-S]	F05[N-F]	F05[N-N]	F05[O-Br]	F05[S-F]	F06[C-F]	F06[C-N]	F06[C-O]	F06[C-S]	F06[N-F]	F06[N-N]	F06[N-S]	F06[O-F]	F06[O-O]	F06[O-S]	F06[S-F]	F06[S-S]	F07[C-S]	F07[N-N]	F07[N-O]	F07[O-Cl]	F07[O-F]	F07[O-S]	F08[C-F]	F08[C-S]	F08[N-Cl]	F08[N-F]	F08[N-N]	F08[N-S]	F08[O-F]	F08[S-Cl]	F09[C-F]	F09[C-S]	F09[N-Cl]	F09[N-F]	F09[N-N]	F09[N-S]	F09[O-Cl]	F09[O-O]	F09[O-S]	F10[C-Cl]	F10[C-I]	F10[C-S]	F10[N-Cl]	F10[N-F]	F10[N-N]	F10[N-O]	F10[O-O]	GATS6e	GATS7e	GATS8e	GATS8m	GGI3	GGI5	H%	H-046	H-047	H-048	H-049	H-051	H-052	Hypertens-80	Hypnotic-80	IC2	IDDE	Infective-50	Infective-80	Inflammat-50	Inflammat-80	J_D	J_D/Dt	LOC	MAXDN	MLOGP2	MPC05	N%	N-067	N-073	N-074	N-075	NRS	NaaO	NaaS	NaaaC	NaasC	NaasN	NdO	NdsCH	NdssC	Neoplastic-50	Neoplastic-80	NssO	NsssN	NssssC	NtN	NtsC	O%	O-060	PCD	P_VSA_LogP_3	P_VSA_LogP_4	P_VSA_LogP_5	P_VSA_LogP_6	P_VSA_LogP_8	P_VSA_MR_3	P_VSA_MR_6	P_VSA_MR_7	P_VSA_MR_8	P_VSA_e_2	P_VSA_e_3	P_VSA_i_1	P_VSA_i_2	P_VSA_m_4	P_VSA_m_5	P_VSA_p_3	P_VSA_ppp_L	P_VSA_ppp_ar	P_VSA_ppp_con	P_VSA_ppp_hal	P_VSA_s_3	P_VSA_s_4	Psychotic-80	Rperim	SM02_EA(dm)	SM03_EA(dm)	SM03_EA(ed)	SM05_EA(bo)	SRW05	SaaNH	SaasC	SdNH	SdssC	SpAD_EA(dm)	SpDiam_B(s)	SpMAD_Dt	SpMAD_EA(ed)	SpMax2_Bh(m)	SpMax2_Bh(s)	SpMax3_Bh(s)	SpMax6_Bh(s)	SssCH2	T(Cl..I)	T(F..Cl)	T(F..I)	T(N..Br)	T(N..Cl)	T(N..F)	T(N..I)	T(N..N)	T(N..S)	T(O..F)	T(O..S)	T(S..Cl)	T(S..I)	TI1_L	Uc	VE1_A	VE1_B(e)	VE1_B(m)	VE1_B(p)	VE1_B(s)	VE1_X	VE3sign_B(e)	VE3sign_B(m)	VE3sign_B(p)	VE3sign_B(s)	VE3sign_B(v)	Wap	X%	ZM1Mad	nArOR	nArX	nBnz	nCb-	nCconj	nCrs	nCrt	nCsp2	nR06	nR=Cs	nRCONR2	nRCOOR	nThiophenes	piPC08
16.114	1.5390000000000001	2.369	6.876	4.474	22.276	1.163	0	0	1	0	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	33.3	7	3	3	0	2	2	0	0	1	0	0	0	1	0	0	1	0	0	6	0	0	9	0	0	16	1	0	8	1	7	7	0	1	9	10	2	0	0	1	9	0	1	0	6	3	0	3	12	1	8	0	7	1	10	0	3	9	4	8	2	6	13	0	10	14	0	1	12	2	12	0	0	1.6269999999999998	0.898	0	0	33.891999999999996	1.153	0	0.0	347.195	0.0	0.0	0.0	1.0	0.0	0	5.94	9.29	3.853	6.393	3.842	1.9969999999999999	3.748	6.12	1.9569999999999999	3.716	6.096	1.912	6.03	3.1039999999999996	1.9069999999999998	5.792999999999999	14.5	0	0	11	9	0	0	0	11	0	0	1	11	15	0	0	4	0	0	19	0	0	1	1	0	0	0	1	0	0	0	11	19	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	4	1.2830000000000001	1.012	0.835	0.948	3.292	1.5490000000000002	51.1	13	11	0	0	4	13	0	0	4.865	5.124	0	0	0	0	2.0478	17.2908	1.483	2.347	0.08199999999999999	4.477	6.7	0	0	0	1	2	1	0	0	2	0	6	2	6	0	0	1	0	0	0	0	8.9	2	0.8640000000000001	28.429000000000002	201.18099999999998	23.491	5.449	0.0	0.0	45.64	38.549	0.0	143.42700000000002	109.65	0.0	143.42700000000002	0.0	0.0	143.42700000000002	97.809	47.013000000000005	118.417	0.0	53.222	90.205	0	10	3.5610000000000004	2.813	7.761	7.627000000000001	3.045	0.0	0.45899999999999996	0.0	-2.985	23.619	8.139	18.602	4.101	3.839	7.431	7.428	7.422000000000001	1.865	0	0	0	0	0	0	0	115	0	0	0	0	0	147.335	3.7	5.109	5.106	5.106	4.83	4.9110000000000005	5.684	-4.489	-4.497	-3.642	-3.9589999999999996	-3.8989999999999996	13404	0.0	244.139	0	0	0	0	4	1	1	11	0	2	0	1	0	5.354
14.790999999999999	-4.578	20.958000000000002	7.436	4.508	64.72	1.709	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	31.7	1	4	0	0	3	0	0	0	5	1	0	0	0	0	0	0	0	0	7	0	0	10	3	2	11	0	0	8	0	3	6	2	0	4	6	5	0	1	2	5	0	5	3	4	2	0	8	5	2	7	2	0	2	11	2	9	0	3	9	4	7	0	0	11	2	0	1	10	6	3	0	0	1.694	0.9790000000000001	0	0	29.068	1.091	0	0.0	0.0	196.84	0.0	0.0	1.0	0.0	0	5.919	9.545	3.862	6.227	3.4760000000000004	2.004	3.8	6.129	1.979	3.705	5.992000000000001	1.945	5.8420000000000005	3.06	1.911	5.321000000000001	16.5	0	0	12	10	0	0	0	10	0	0	0	9	14	0	0	4	0	0	22	0	1	3	2	0	0	0	2	0	0	0	11	22	0	0	3	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	3	1.088	1.278	0.8540000000000001	0.914	2.812	1.5619999999999998	47.6	0	16	0	0	7	4	0	0	4.664	4.915	0	0	0	0	2.9858	23.4596	2.926	2.963	11.229000000000001	4.4430000000000005	8.5	0	0	0	0	1	0	0	0	1	0	7	0	7	0	0	0	0	0	0	0	12.2	0	0.9229999999999999	175.43099999999998	208.947	3.1860000000000004	0.0	0.0	128.05	83.499	0.0	0.0	102.463	155.84799999999998	0.0	102.463	0.0	0.0	102.463	69.53	50.567	50.567	0.0	46.256	56.206	0	6	3.804	3.347	7.591	7.392	0.0	0.0	0.58	0.0	-6.065	29.136999999999997	8.186	17.296	3.8539999999999996	3.7689999999999997	7.435	7.433	7.4239999999999995	-3.176	0	0	0	0	0	0	0	176	0	0	0	0	0	0.0	3.807	5.34	3.7430000000000003	3.733	5.492999999999999	3.827	6.422000000000001	-3.929	-3.931	-3.1860000000000004	-4.107	-3.4219999999999997	9402	0.0	230.141	0	0	1	1	0	0	0	13	1	0	0	0	0	5.37
13.545	1.429	2.042	6.504	4.5280000000000005	21.842	1.052	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	33.7	7	3	3	0	2	0	0	0	5	1	0	0	0	0	0	0	0	0	5	0	0	7	1	0	19	0	0	13	0	5	7	0	0	7	10	4	0	0	1	10	0	1	0	8	3	0	5	11	1	7	0	6	1	9	0	6	7	2	12	2	11	9	0	15	11	0	0	10	2	13	0	0	1.8019999999999998	1.069	0	0	33.078	1.166	0	0.0	172.577	201.947	0.0	0.0	1.0	0.0	0	5.9	9.165	3.87	6.471	3.447	2.0	3.761	6.295	1.964	3.718	6.178	1.92	6.031000000000001	3.136	1.9069999999999998	5.768	13.5	0	0	10	8	0	0	0	10	0	0	0	10	14	0	0	3	0	0	21	0	0	1	1	0	0	0	1	0	0	0	11	18	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1.45	1.172	1.099	1.048	3.2569999999999997	1.757	53.7	13	15	0	0	4	13	0	0	4.768	4.834	0	0	0	0	2.2027	17.4946	1.5330000000000001	2.529	0.07	4.543	5.3	0	0	0	0	2	0	0	0	1	0	5	0	5	0	0	1	0	0	0	0	7.4	0	0.835	90.065	160.248	3.1860000000000004	0.0	0.0	53.683	74.09	0.0	0.0	150.168	90.054	0.0	150.168	0.0	0.0	150.168	119.947	50.567	50.567	0.0	41.011	109.15799999999999	0	11	3.57	3.025	7.801	7.392	2.398	0.0	0.875	0.0	-2.186	23.634	8.152000000000001	17.792	4.109	3.8139999999999996	7.428999999999999	7.4270000000000005	6.45	1.895	0	0	0	0	0	0	0	68	0	0	0	0	0	136.746	3.585	5.301	3.3539999999999996	3.344	5.15	5.46	5.86	-4.638999999999999	-4.632	-5.221	-6.6370000000000005	-6.233	12697	0.0	238.65400000000002	0	0	1	1	0	1	1	11	1	0	0	0	0	5.1979999999999995
20.615	-0.247	0.061	6.934	4.715	46.208999999999996	1.574	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	32.1	6	3	2	0	2	0	0	0	5	1	0	0	0	0	0	0	0	0	6	1	0	10	2	1	17	0	0	12	1	3	6	1	0	6	10	3	0	1	2	11	0	4	2	8	0	0	9	11	1	8	1	3	0	7	0	6	7	4	11	6	10	8	0	9	10	1	0	10	3	7	0	1	1.804	0.9670000000000001	0	0	34.101	1.06	0	0.0	0.0	253.86599999999999	0.0	0.0	1.0	0.0	0	6.0889999999999995	9.536	3.87	6.394	3.448	2.206	3.8360000000000003	6.376	2.006	3.755	6.079	1.985	6.042000000000001	3.1430000000000002	1.955	5.772	18.0	0	0	14	11	0	0	0	10	0	0	1	13	18	0	0	6	0	0	29	0	0	2	2	0	0	0	1	0	0	0	13	23	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3	3	1.3090000000000002	1.153	0.885	0.9420000000000001	3.687	2.09	50.9	13	16	0	1	2	11	0	0	4.9239999999999995	5.124	0	0	0	0	2.8221	27.5582	3.4789999999999996	2.932	4.712	4.595	7.5	0	0	1	0	1	0	0	0	1	0	7	1	7	0	0	1	0	0	0	0	9.4	1	0.846	132.748	225.06099999999998	45.857	6.763	0.0	85.367	85.557	9.047	0.0	159.752	172.63400000000001	0.0	159.752	0.0	0.0	159.752	111.12200000000001	50.567	50.567	0.0	50.372	109.38	0	6	3.935	3.383	7.879	7.562	0.0	0.0	0.6779999999999999	7.562	-5.692	33.771	8.132	21.533	3.978	3.812	7.434	7.432	7.422999999999999	-0.758	0	0	0	0	0	0	0	249	0	0	0	0	0	0.0	3.907	5.756	3.115	3.109	5.926	4.415	7.05	-5.303999999999999	-5.297999999999999	-5.727	-3.707	-6.324	17368	0.0	278.961	0	0	1	1	0	0	0	14	1	0	0	0	0	5.206
14.833	-0.297	0.08800000000000001	6.8020000000000005	4.471	26.118000000000002	1.217	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	32.2	4	7	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0	0	8	1	0	13	0	0	9	0	1	6	0	0	5	6	5	0	0	1	7	0	2	2	5	1	0	6	7	0	10	0	3	1	8	0	5	6	2	10	2	6	7	0	8	10	0	0	8	4	9	0	0	1.672	0.9209999999999999	0	0	23.730999999999998	1.165	0	0.0	164.47400000000002	189.05700000000002	0.0	0.0	1.0	0.0	0	5.872999999999999	9.322000000000001	3.862	6.394	3.4930000000000003	2.004	3.7910000000000004	6.101	1.98	3.7	6.064	1.946	5.781000000000001	3.074	1.911	5.567	13.0	0	0	14	7	0	0	0	7	0	1	0	10	11	0	0	4	0	0	20	0	1	1	1	0	0	0	1	0	0	0	12	16	0	0	3	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	1	1.24	1.226	0.948	0.99	3.035	1.5	51.7	17	7	0	3	5	6	0	0	4.771	4.803	0	0	0	0	2.0511	16.6996	2.242	2.565	1.2229999999999999	4.4430000000000005	8.0	0	1	0	1	2	0	0	0	1	0	6	1	5	0	0	0	0	0	0	0	8.0	0	0.639	42.683	246.53400000000002	25.833000000000002	2.7569999999999997	0.0	42.683	26.28	28.21	0.0	108.413	123.625	0.0	108.413	0.0	0.0	108.413	53.043	53.994	53.994	0.0	44.022	64.391	0	11	3.617	3.025	7.647	7.364	2.398	2.898	0.6729999999999999	0.0	-3.01	24.328000000000003	8.196	17.951	3.963	3.8160000000000003	7.439	7.428999999999999	7.421	5.01	0	0	0	0	0	0	0	167	0	0	0	0	0	134.045	3.585	5.215	5.263999999999999	5.265	5.1080000000000005	4.17	5.772	-4.279	-4.269	-5.479	-3.628	-5.09	11168	0.0	227.38299999999998	0	0	0	0	0	5	1	9	1	0	0	0	0	5.1339999999999995
10.8	3.196	10.211	8.025	4.141	9.9	0.363	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	39.0	0	6	2	0	2	0	0	0	4	1	1	1	0	0	0	1	0	0	1	0	0	4	0	0	14	0	0	11	1	4	2	0	0	8	1	9	0	0	0	8	0	0	1	1	4	0	0	4	0	3	0	7	2	5	0	0	11	0	3	1	4	12	0	4	12	0	0	5	1	7	0	0	1.038	0.5760000000000001	0	1	18.430999999999997	2.1319999999999997	0	0.0	84.35700000000001	257.057	0.0	144.43	1.0	1.0	0	7.106	8.271	3.737	6.6579999999999995	3.795	1.389	3.233	6.127000000000001	1.2	2.983	5.678999999999999	0.368	5.564	2.8739999999999997	0.293	5.058	13.0	0	0	9	2	0	0	2	2	0	1	0	8	5	0	0	1	0	1	7	0	1	0	0	0	0	0	1	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.0390000000000001	1.015	1.033	1.042	1.722	0.945	49.2	9	10	0	3	2	3	1	0	4.845	4.44	0	0	0	0	1.3722	14.0742	0.659	1.626	9.064	4.553999999999999	6.8	1	1	0	1	3	0	0	0	3	0	2	1	1	0	1	0	1	0	0	0	3.4	0	1.433	55.916000000000004	127.13600000000001	32.074	2.7569999999999997	45.95399999999999	0.0	51.607	28.21	45.95399999999999	100.116	100.66	0.0	146.07	0.0	45.95399999999999	146.07	102.25200000000001	98.139	127.98899999999999	45.95399999999999	33.121	70.119	0	21	2.08	0.325	7.483	7.2410000000000005	2.398	3.052	2.6210000000000004	0.0	0.092	6.499	8.374	22.69	4.13	3.931	7.4270000000000005	4.9910000000000005	4.191	8.054	0	0	0	42	0	0	0	29	0	0	0	0	0	174.24200000000002	3.807	4.296	3.612	3.6510000000000002	3.8510000000000004	4.012	4.89	-3.1489999999999996	-5.296	-2.47	-5.343	-2.6519999999999997	21124	1.7	233.157	0	1	1	2	1	6	2	11	3	0	0	0	0	5.6739999999999995
13.889000000000001	1.199	1.4369999999999998	6.409	4.32	23.926	0.99	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	30.0	8	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	6	0	1	13	0	0	6	1	4	5	1	0	4	9	0	0	1	0	11	0	0	0	9	0	0	4	6	1	5	1	3	0	4	0	3	10	1	9	1	8	7	0	7	8	1	0	4	1	7	0	1	2.129	1.2819999999999998	0	0	25.552	1.0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	5.694	9.13	3.86	6.447	3.303	2.189	3.79	6.392	1.996	3.698	6.064	1.955	5.859	2.94	1.911	5.317	9.0	0	0	10	7	0	0	0	7	0	0	1	10	10	0	0	4	0	0	20	0	0	0	0	0	0	0	1	0	0	0	9	11	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1.1909999999999998	1.016	0.9570000000000001	0.9470000000000001	3.0	1.5	55.0	13	4	0	1	2	17	0	0	4.1930000000000005	4.705	0	0	0	0	5.2536	35.0	2.7539999999999996	2.4290000000000003	0.128	4.06	7.5	0	0	1	0	0	0	0	0	0	0	5	1	5	0	0	1	0	1	0	0	7.5	1	0.29100000000000004	0.0	165.362	42.672	6.763	0.0	0.0	25.581	9.047	0.0	112.834	136.612	0.0	112.834	0.0	0.0	112.834	78.205	0.0	0.0	0.0	33.185	79.649	0	0	3.6060000000000003	3.074	7.784	7.252000000000001	0.0	0.0	0.0	7.494	-2.971	23.843000000000004	8.128	14.642999999999999	4.121	3.708	7.434	7.431	5.852	0.478	0	0	0	0	0	0	0	104	0	0	0	0	0	-111.725	2.807	4.852	4.865	4.865	4.864	4.185	5.83	-2.116	-2.114	-1.729	-2.416	-1.976	4566	0.0	192.21099999999998	0	0	0	0	0	0	0	6	0	0	0	0	0	4.303999999999999
13.029000000000002	3.965	15.725	6.821000000000001	4.198	12.025	0.374	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	42.0	0	6	2	0	2	0	0	0	9	3	0	1	0	0	0	1	0	0	1	0	0	4	0	0	20	0	0	20	1	4	2	0	0	8	1	19	0	0	0	8	0	0	1	1	13	0	0	6	0	3	0	15	2	5	0	0	15	0	7	1	4	15	0	8	14	0	0	7	1	13	0	0	1.449	0.815	0	0	16.787	2.102	0	0.0	98.296	426.815	0.0	175.285	0.5	1.0	0	5.732	8.3	3.737	6.659	3.9360000000000004	1.389	3.233	6.162000000000001	1.2	2.9789999999999996	6.103	0.368	5.6610000000000005	3.0439999999999996	0.293	5.562	19.0	0	0	9	2	0	0	0	2	0	1	0	8	5	0	0	1	0	0	7	0	1	0	0	0	0	0	1	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.153	1.204	1.327	1.022	1.91	1.084	49.3	9	15	0	3	2	3	0	0	4.659	4.729	0	0	0	0	1.1756	13.663	0.529	1.6369999999999998	11.685	4.745	5.8	1	1	0	1	4	0	0	0	4	0	2	1	1	0	0	0	1	0	0	0	2.9	0	2.505	103.29700000000001	127.13600000000001	35.39	2.7569999999999997	0.0	0.0	102.304	28.21	0.0	150.813	54.706	0.0	150.813	0.0	0.0	150.813	110.05	148.83700000000002	178.68599999999998	0.0	36.437	117.501	0	27	2.08	0.325	7.65	7.4670000000000005	2.398	3.0669999999999997	3.915	0.0	0.094	6.499	8.382	25.468000000000004	4.131	3.875	7.4270000000000005	4.9910000000000005	4.393	7.996	0	0	0	0	0	0	0	29	0	0	0	0	0	302.866	4.322	4.586	3.99	3.987	4.279	4.609	5.327999999999999	-7.4879999999999995	-7.4239999999999995	-3.9160000000000004	-5.132999999999999	-4.871	48874	0.0	195.28599999999997	0	0	2	3	1	6	2	17	4	0	0	0	0	6.609
12.632	0.429	0.184	6.684	4.387	22.92	1.037	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	32.5	4	7	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	0	0	7	1	0	13	0	0	9	0	2	6	0	0	4	6	5	0	0	1	7	0	2	2	6	1	0	5	8	0	9	0	3	1	7	0	4	5	2	12	2	9	9	0	8	11	0	0	7	3	9	0	0	1.5730000000000002	0.8909999999999999	0	0	20.826999999999998	1.192	0	0.0	145.954	167.50599999999997	0.0	0.0	1.0	0.0	0	5.768	9.155	3.865	6.445	3.4930000000000003	2.0	3.766	6.277	1.965	3.64	6.066	1.921	5.567	3.0039999999999996	1.8869999999999998	5.297000000000001	11.5	0	0	12	6	0	0	0	7	0	1	0	10	9	0	0	3	0	0	18	0	1	1	1	0	0	0	1	0	0	0	11	14	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	1.371	1.14	1.172	1.15	2.91	1.222	52.5	17	5	0	3	5	6	0	0	4.749	4.669	0	0	0	0	2.1009	15.4977	1.954	2.571	0.174	4.369	7.5	0	1	0	1	2	0	0	0	1	0	5	1	4	0	0	0	0	0	0	0	7.5	0	0.649	42.683	216.685	25.833000000000002	2.7569999999999997	0.0	42.683	21.575	28.21	0.0	103.708	105.61399999999999	0.0	103.708	0.0	0.0	103.708	53.043	53.994	53.994	0.0	39.317	64.391	0	11	3.4219999999999997	2.813	7.587999999999999	7.251	2.398	2.9010000000000002	0.685	0.0	-2.249	19.954	8.195	16.361	4.002	3.815	7.437	7.428	6.45	5.778	0	0	0	0	0	0	0	104	0	0	0	0	0	106.88	3.4589999999999996	5.077	5.037	5.039	4.816	4.263	5.511	-4.815	-4.805	-6.715	-3.326	-5.976	8616	0.0	205.77900000000002	0	0	0	0	0	5	1	8	1	0	0	0	0	5.053999999999999
14.295	2.244	5.035	6.622000000000001	4.401	17.153	0.767	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	1	34.4	6	5	2	0	3	0	0	0	5	1	0	0	0	0	0	0	0	0	4	1	0	7	0	0	20	0	0	15	1	5	6	0	0	9	8	6	0	0	0	7	0	1	1	5	2	0	3	10	1	10	0	4	1	8	0	2	5	4	13	2	10	8	0	16	7	0	1	12	1	9	0	0	1.6569999999999998	1.014	0	0	37.021	1.1640000000000001	0	0.0	172.308	204.19099999999997	0.0	0.0	1.0	0.0	0	5.916	9.279	3.9389999999999996	7.053	3.5069999999999997	2.206	3.826	6.181	2.178	3.722	6.074	1.983	5.942	3.145	1.923	5.36	15.0	0	0	10	8	0	0	0	7	0	0	1	11	17	0	0	3	0	0	17	0	1	1	0	0	0	0	1	0	0	0	16	20	0	0	1	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1.3230000000000002	1.166	1.215	1.11	2.5069999999999997	1.472	52.7	16	14	0	0	6	8	0	0	4.882	5.016	0	0	0	0	2.1043	17.4538	1.49	2.5669999999999997	0.354	4.454	5.4	0	0	0	0	2	0	0	0	1	0	6	0	6	0	0	1	0	1	0	0	7.5	1	0.861	47.381	174.822	14.185	6.763	0.0	0.0	81.281	0.0	0.0	155.709	90.054	0.0	155.709	0.0	0.0	155.709	116.191	50.567	50.567	0.0	55.376999999999995	100.33200000000001	0	11	3.7710000000000004	3.342	7.941	7.519	2.398	0.0	0.757	0.0	-2.421	27.63	8.142999999999999	18.492	4.073	3.8160000000000003	7.43	7.4270000000000005	7.422999999999999	2.242	0	0	0	0	0	0	0	62	0	0	0	0	0	143.09	3.7	5.34	3.127	3.1210000000000004	5.257000000000001	4.481	5.805	-4.76	-4.75	-4.881	-2.142	-5.999	13207	0.0	238.653	0	0	1	1	0	1	1	12	1	0	0	0	0	5.211
